instruction,output
Stats : Top 5 des plus actifs.,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 5 ROWS ONLY;"
Qui a touche EMPLOYEES entre le 1er janvier 2026 et le 31 janvier 2026 ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' AND TRUNC(EVENT_TIMESTAMP) BETWEEN TO_DATE('2026-01-01','YYYY-MM-DD') AND TO_DATE('2026-01-31','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Question : Que fait SCOTT en general ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='SCOTT' ORDER BY EVENT_TIMESTAMP DESC;"
Dis-moi : question : stats : Les 3 utilisateurs qui font le plus de choses.,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 3 ROWS ONLY;"
Combien d'utilisateurs existent dans la base Oracle ?,SELECT COUNT(*) AS NB_UTILISATEURS FROM DBA_USERS;
Tracabilite : Qui a touche CLIENTS en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question securite : securite : Combien d'actions sur CONTRACTS ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CONTRACTS';
Oracle : Derniere action sur ORDERS c'est quoi ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='ORDERS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Audit : Quel utilisateur a le plus d'actions ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Verifie : question : analyse temporelle : Connexions de nuit hier ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : Combien d'actions sur CONTRACTS ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CONTRACTS';
Oracle : qui a ete cree ce mois-ci ?,"SELECT USERNAME, CREATED FROM DBA_USERS WHERE TRUNC(CREATED,'MM')=TRUNC(SYSDATE,'MM') ORDER BY CREATED DESC;"
Rapport : Quel utilisateur a le plus d'actions ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Bilan : dis-moi combien d'utilisateurs il y a.,SELECT COUNT(*) AS NB_UTILISATEURS FROM DBA_USERS;
Oracle : Qui a touche JOURNAL en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='JOURNAL' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Verifie : question : Le plus actif hier c'est qui ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Combien d'actions a SYSTEM effectuees ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='SYSTEM';
Rapport : combien de tables differentes ont ete touchees ?,SELECT COUNT(DISTINCT OBJECT_NAME) AS NB FROM ORACLE_AUDIT_TRAIL;
Analyse : temporel : Activite avant 6h hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Securite : Des comptes ont ete touches cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Connexions avant 6h cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Tracabilite : Qui a touche VROMUALD en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='VROMUALD' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question : Qui a touche SESSIONS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='SESSIONS' ORDER BY EVENT_TIMESTAMP DESC;"
Oracle : Derniere action sur TRANSACTIONS c'est quoi ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='TRANSACTIONS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Analyse : qui a touche PRODUCTS en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PRODUCTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question : Que fait MONITOR en general ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='MONITOR' ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : bilan : Top 3 des connexions.,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 3 ROWS ONLY;"
Audit : Combien d'actions ont concerne ORDERS ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='ORDERS';
Audit Oracle : audit : nuit : Connexions entre minuit et 6h ce mois ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Bilan : Quel utilisateur a le plus d'actions ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Tracabilite : La derniere personne sur CLIENTS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question : bACKUP_USR a fait quoi ce mois ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='BACKUP_USR' AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Tracabilite : Qui a touche JOURNAL en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='JOURNAL' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question : Qui s'est connecte en janvier 2026 ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-01-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-02-01','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : question : Montre-moi les dernieres activites.,"SELECT ID, EVENT_TIMESTAMP, DBUSERNAME, ACTION_NAME, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 10 ROWS ONLY;"
Analyse : securite : qui a lu EMPLOYEES ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='SELECT' AND OBJECT_NAME='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC;"
"Traduis ce SQL Oracle en francais : SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY",La derniere personne a avoir touche EMPLOYEES est X.
Audit : Des ajouts dans EMPLOYEES ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='INSERT' AND OBJECT_NAME='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC;"
Securite : Des comptes ont ete touches ce mois-ci ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Y a eu des trucs la nuit ce mois-ci ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : securite : Qui a acces a CONTRACTS ?,SELECT DISTINCT DBUSERNAME FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CONTRACTS' ORDER BY DBUSERNAME;
Audit Oracle : tout ce qui s'est passe sur TRANSACTIONS.,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='TRANSACTIONS' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Qui a touche la base aujourd'hui ?,"SELECT DISTINCT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE) GROUP BY DBUSERNAME ORDER BY NB DESC;"
Rapport : audit : Y a eu des suppressions ou modifications de comptes ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') ORDER BY EVENT_TIMESTAMP DESC;"
Temporel : Connexions entre minuit et 6h cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Quelqu'un a travaille la nuit cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : audit : Montre-moi les dernieres activites.,"SELECT ID, EVENT_TIMESTAMP, DBUSERNAME, ACTION_NAME, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 10 ROWS ONLY;"
Question securite : audit : qui a regarde CLIENTS ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='SELECT' AND OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : Quelqu'un s'est connecte la nuit cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Combien d'actions sur CLIENTS ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CLIENTS';
Tracabilite : Qui a touche PAYROLL en dernier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PAYROLL' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Activite avant 6h ce mois ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : audit Oracle : Qu'est-ce qui s'est passe cette semaine ?,"SELECT ID, EVENT_TIMESTAMP, DBUSERNAME, ACTION_NAME, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Rapport : admin : Qui a cree des comptes ?,"SELECT DBUSERNAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='CREATE USER' ORDER BY EVENT_TIMESTAMP DESC;"
Question : Quelqu'un a travaille la nuit cette semaine ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : nuit : Activite apres 22h hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1) ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : Combien d'actions sur VROMUALD ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='VROMUALD';
Analyse : Combien d'actions differentes sur CLIENTS ?,SELECT COUNT(DISTINCT ACTION_NAME) AS NB FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CLIENTS';
Dis-moi : oracle : Derniere action sur PAYROLL c'est quoi ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PAYROLL' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Audit : Combien d'actions a HR effectuees ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='HR';
Securite : montre-moi ce que HR a fait.,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='HR' ORDER BY EVENT_TIMESTAMP DESC;"
Question : Combien d'actions en decembre 2026 ?,"SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-12-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2027-01-01','YYYY-MM-DD');"
"Audit Oracle : question : traduis ce SQL Oracle en francais : SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC",Des connexions ont ete enregistrees entre minuit et 6h cette semaine.
Il y a des comptes bloques ?,SELECT USERNAME FROM DBA_USERS WHERE ACCOUNT_STATUS='LOCKED' ORDER BY USERNAME;
Rapport : dDL : Qui a modifie des comptes ?,"SELECT DBUSERNAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='ALTER USER' ORDER BY EVENT_TIMESTAMP DESC;"
Question securite : securite : ETL_USER a fait quoi cette semaine ?,"SELECT ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='ETL_USER' AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Dis-moi : securite : Connexions apres 22h ce mois ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Securite : tracabilite : La derniere personne sur CLIENTS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question : admin : Des comptes ont ete touches ce mois-ci ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Combien d'actions a BACKUP_USR effectuees ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='BACKUP_USR';
Rapport : qui a fait des actions inhabituelles tard dans la nuit en janvier 2026 ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP) >= TO_DATE('2026-01-01','YYYY-MM-DD') AND TRUNC(EVENT_TIMESTAMP) < TO_DATE('2026-02-01','YYYY-MM-DD') ORDER BY EVENT_TIMESTAMP DESC;"
Audit Oracle : oracle : c'est quoi les actions faites sur PAYROLL ?,SELECT DISTINCT ACTION_NAME FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PAYROLL' ORDER BY ACTION_NAME;
Oracle : La derniere personne sur JOURNAL ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='JOURNAL' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Dis-moi : question : Derniere personne sur EMPLOYEES ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='EMPLOYEES' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question : Y a eu des trucs sur SUPPLIERS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='SUPPLIERS' ORDER BY EVENT_TIMESTAMP DESC;"
Le compte le plus actif s'il te plait.,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Audit : Y en a combien des comptes Oracle ?,SELECT COUNT(*) AS NB_UTILISATEURS FROM DBA_USERS;
Verifie : oracle : des suppressions dans PAYROLL ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='DELETE' AND OBJECT_NAME='PAYROLL' ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : Qui a touche CONTRACTS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='CONTRACTS' ORDER BY EVENT_TIMESTAMP DESC;"
Dis-moi : question : Qui bouge le plus ?,"SELECT DBUSERNAME, COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL GROUP BY DBUSERNAME ORDER BY NB DESC FETCH FIRST 1 ROWS ONLY;"
Question securite : oracle : Qui s'est loge tres tot cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Audit : Qui a acces a PRODUCTS ?,SELECT DISTINCT DBUSERNAME FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PRODUCTS' ORDER BY DBUSERNAME;
Question securite : question : analyse temporelle : Combien d'actions hier ?,SELECT COUNT(*) AS NB FROM ORACLE_AUDIT_TRAIL WHERE TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-1);
Rapport : securite : Quelqu'un a touche TRANSACTIONS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='TRANSACTIONS' ORDER BY EVENT_TIMESTAMP DESC;"
Combine : Connexions entre minuit et 6h ce mois ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Analyse : question : horaire : Connexions avant 6h cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Question securite : oracle : Qui s'est loge tres tot cette semaine ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='LOGON' AND TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))<6 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC;"
Verifie : quelqu'un a touche USERS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='USERS' ORDER BY EVENT_TIMESTAMP DESC;"
Bilan : actions la nuit avant-hier ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)=TRUNC(SYSDATE-2) ORDER BY EVENT_TIMESTAMP DESC;"
"Securite : traduis ce SQL Oracle en francais : SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP, OBJECT_NAME FROM ORACLE_AUDIT_TRAIL WHERE TO_NUMBER(TO_CHAR(EVENT_TIMESTAMP,'HH24'))>=22 AND TRUNC(EVENT_TIMESTAMP)>=TRUNC(SYSDATE-7) ORDER BY EVENT_TIMESTAMP DESC",Des activites ont ete detectees la nuit cette semaine.
Audit : des comptes ont ete touches ce mois ?,"SELECT DBUSERNAME, ACTION_NAME, OBJECT_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME IN ('DROP USER','ALTER USER','CREATE USER') AND TRUNC(EVENT_TIMESTAMP,'MM')=TRUNC(SYSDATE,'MM') ORDER BY EVENT_TIMESTAMP DESC;"
Oracle : La derniere personne sur PRODUCTS ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='PRODUCTS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Derniere action sur ORDERS c'est quoi ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='ORDERS' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Question : Est-ce que REPORT_USR a acces a CLIENTS ?,"SELECT ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE DBUSERNAME='REPORT_USR' AND OBJECT_NAME='CLIENTS' ORDER BY EVENT_TIMESTAMP DESC;"
Securite : c'est qui le dernier a avoir touche VROMUALD ?,"SELECT DBUSERNAME, ACTION_NAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE OBJECT_NAME='VROMUALD' ORDER BY EVENT_TIMESTAMP DESC FETCH FIRST 1 ROWS ONLY;"
Verifie : bilan : qui a ajoute des donnees dans TRANSACTIONS ?,"SELECT DBUSERNAME, EVENT_TIMESTAMP FROM ORACLE_AUDIT_TRAIL WHERE ACTION_NAME='INSERT' AND OBJECT_NAME='TRANSACTIONS' ORDER BY EVENT_TIMESTAMP DESC;"
